x,y,Gobs,z
27500.0,-1352500.0,-3.2326276,1000.0
32500.0,-1352500.0,-5.222152,1000.0
37500.0,-1352500.0,-5.6649637,1000.0
42500.0,-1352500.0,-4.350314,1000.0
47500.0,-1352500.0,-1.8751441,1000.0
52500.0,-1352500.0,1.0475309,1000.0
57500.0,-1352500.0,4.1761146,1000.0
62500.0,-1352500.0,7.3037214,1000.0
67500.0,-1352500.0,10.180112,1000.0
72500.0,-1352500.0,13.140962,1000.0
77500.0,-1352500.0,16.673689,1000.0
82500.0,-1352500.0,20.236303,1000.0
87500.0,-1352500.0,22.806997,1000.0
92500.0,-1352500.0,24.494549,1000.0
97500.0,-1352500.0,26.303236,1000.0
102500.0,-1352500.0,28.503351,1000.0
107500.0,-1352500.0,30.248367,1000.0
112500.0,-1352500.0,30.7119,1000.0
117500.0,-1352500.0,29.98644,1000.0
122500.0,-1352500.0,28.691227,1000.0
127500.0,-1352500.0,27.044247,1000.0
132500.0,-1352500.0,24.684021,1000.0
137500.0,-1352500.0,21.241373,1000.0
142500.0,-1352500.0,16.854683,1000.0
147500.0,-1352500.0,12.169777,1000.0
152500.0,-1352500.0,7.9295855,1000.0
157500.0,-1352500.0,4.6000924,1000.0
162500.0,-1352500.0,2.3123336,1000.0
167500.0,-1352500.0,0.9972963,1000.0
172500.0,-1352500.0,0.41553128,1000.0
177500.0,-1352500.0,0.0428198,1000.0
182500.0,-1352500.0,-0.75200313,1000.0
187500.0,-1352500.0,-2.1306608,1000.0
192500.0,-1352500.0,-3.7393663,1000.0
197500.0,-1352500.0,-5.553793,1000.0
202500.0,-1352500.0,-8.105306,1000.0
207500.0,-1352500.0,-11.505922,1000.0
212500.0,-1352500.0,-15.169738,1000.0
217500.0,-1352500.0,-18.46525,1000.0
222500.0,-1352500.0,-20.665174,1000.0
227500.0,-1352500.0,-21.122154,1000.0
232500.0,-1352500.0,-20.150953,1000.0
237500.0,-1352500.0,-18.723188,1000.0
242500.0,-1352500.0,-17.396395,1000.0
247500.0,-1352500.0,-16.15779,1000.0
252500.0,-1352500.0,-14.986629,1000.0
257500.0,-1352500.0,-14.119046,1000.0
262500.0,-1352500.0,-13.713451,1000.0
267500.0,-1352500.0,-13.599869,1000.0
272500.0,-1352500.0,-13.555124,1000.0
277500.0,-1352500.0,-13.528668,1000.0
282500.0,-1352500.0,-13.445266,1000.0
287500.0,-1352500.0,-12.985474,1000.0
292500.0,-1352500.0,-12.663482,1000.0
-57500.0,-1347500.0,-9.51194,1000.0
-52500.0,-1347500.0,-9.373356,1000.0
-12500.0,-1347500.0,1.5162448,1000.0
-7500.0,-1347500.0,-2.7980828,1000.0
-2500.0,-1347500.0,-8.371941,1000.0
2500.0,-1347500.0,-8.906824,1000.0
7500.0,-1347500.0,-3.2244477,1000.0
12500.0,-1347500.0,3.2767715,1000.0
17500.0,-1347500.0,5.8647246,1000.0
22500.0,-1347500.0,5.135097,1000.0
27500.0,-1347500.0,3.9025161,1000.0
32500.0,-1347500.0,3.7051392,1000.0
37500.0,-1347500.0,4.7271137,1000.0
42500.0,-1347500.0,6.094946,1000.0
47500.0,-1347500.0,6.365831,1000.0
52500.0,-1347500.0,5.8955436,1000.0
57500.0,-1347500.0,7.2676244,1000.0
62500.0,-1347500.0,11.501288,1000.0
67500.0,-1347500.0,16.504578,1000.0
72500.0,-1347500.0,20.618143,1000.0
77500.0,-1347500.0,24.325031,1000.0
82500.0,-1347500.0,27.917671,1000.0
87500.0,-1347500.0,30.661581,1000.0
92500.0,-1347500.0,32.37695,1000.0
97500.0,-1347500.0,33.56664,1000.0
102500.0,-1347500.0,34.260323,1000.0
107500.0,-1347500.0,34.31298,1000.0
112500.0,-1347500.0,34.221,1000.0
117500.0,-1347500.0,34.393593,1000.0
122500.0,-1347500.0,34.300377,1000.0
127500.0,-1347500.0,33.14252,1000.0
132500.0,-1347500.0,30.679152,1000.0
137500.0,-1347500.0,27.091576,1000.0
142500.0,-1347500.0,22.740675,1000.0
147500.0,-1347500.0,18.230505,1000.0
152500.0,-1347500.0,14.273481,1000.0
157500.0,-1347500.0,11.344302,1000.0
162500.0,-1347500.0,9.5324135,1000.0
167500.0,-1347500.0,8.63559,1000.0
172500.0,-1347500.0,8.209826,1000.0
177500.0,-1347500.0,7.5489345,1000.0
182500.0,-1347500.0,6.027965,1000.0
187500.0,-1347500.0,3.7053561,1000.0
192500.0,-1347500.0,0.9966652,1000.0
197500.0,-1347500.0,-2.5154896,1000.0
202500.0,-1347500.0,-7.7197003,1000.0
207500.0,-1347500.0,-13.99294,1000.0
212500.0,-1347500.0,-19.414963,1000.0
217500.0,-1347500.0,-23.07072,1000.0
222500.0,-1347500.0,-24.911238,1000.0
227500.0,-1347500.0,-24.422031,1000.0
232500.0,-1347500.0,-21.7556,1000.0
237500.0,-1347500.0,-18.501186,1000.0
242500.0,-1347500.0,-15.817639,1000.0
247500.0,-1347500.0,-14.211837,1000.0
252500.0,-1347500.0,-13.403352,1000.0
257500.0,-1347500.0,-13.101687,1000.0
262500.0,-1347500.0,-13.1840105,1000.0
267500.0,-1347500.0,-13.395307,1000.0
272500.0,-1347500.0,-13.527754,1000.0
277500.0,-1347500.0,-13.569897,1000.0
282500.0,-1347500.0,-13.488751,1000.0
287500.0,-1347500.0,-13.06095,1000.0
292500.0,-1347500.0,-12.751301,1000.0
-62500.0,-1342500.0,-9.975946,1000.0
-57500.0,-1342500.0,-10.069465,1000.0
-52500.0,-1342500.0,-10.01324,1000.0
-47500.0,-1342500.0,-9.871799,1000.0
-27500.0,-1342500.0,-5.57526,1000.0
-17500.0,-1342500.0,1.425021,1000.0
-12500.0,-1342500.0,2.7867959,1000.0
-7500.0,-1342500.0,0.62717366,1000.0
-2500.0,-1342500.0,-3.0750782,1000.0
2500.0,-1342500.0,-3.066597,1000.0
7500.0,-1342500.0,1.6077207,1000.0
12500.0,-1342500.0,6.2069273,1000.0
17500.0,-1342500.0,7.5522003,1000.0
22500.0,-1342500.0,7.287065,1000.0
27500.0,-1342500.0,7.7879233,1000.0
32500.0,-1342500.0,9.583825,1000.0
37500.0,-1342500.0,12.233888,1000.0
42500.0,-1342500.0,14.253795,1000.0
47500.0,-1342500.0,13.631897,1000.0
52500.0,-1342500.0,11.360834,1000.0
57500.0,-1342500.0,11.755431,1000.0
62500.0,-1342500.0,16.492167,1000.0
67500.0,-1342500.0,22.268305,1000.0
72500.0,-1342500.0,26.292488,1000.0
77500.0,-1342500.0,29.334503,1000.0
82500.0,-1342500.0,32.53626,1000.0
87500.0,-1342500.0,35.496822,1000.0
92500.0,-1342500.0,37.719757,1000.0
97500.0,-1342500.0,39.06116,1000.0
102500.0,-1342500.0,39.147408,1000.0
107500.0,-1342500.0,38.285313,1000.0
112500.0,-1342500.0,37.878605,1000.0
117500.0,-1342500.0,38.39952,1000.0
122500.0,-1342500.0,38.421307,1000.0
127500.0,-1342500.0,36.660225,1000.0
132500.0,-1342500.0,33.345013,1000.0
137500.0,-1342500.0,29.224312,1000.0
142500.0,-1342500.0,24.732264,1000.0
147500.0,-1342500.0,20.30995,1000.0
152500.0,-1342500.0,16.57427,1000.0
157500.0,-1342500.0,13.94268,1000.0
162500.0,-1342500.0,12.402923,1000.0
167500.0,-1342500.0,11.621168,1000.0
172500.0,-1342500.0,11.03753,1000.0
177500.0,-1342500.0,9.914488,1000.0
182500.0,-1342500.0,7.757139,1000.0
187500.0,-1342500.0,4.825036,1000.0
192500.0,-1342500.0,1.4458427,1000.0
197500.0,-1342500.0,-3.3561327,1000.0
202500.0,-1342500.0,-10.864417,1000.0
207500.0,-1342500.0,-19.82927,1000.0
212500.0,-1342500.0,-27.126732,1000.0
217500.0,-1342500.0,-31.337767,1000.0
222500.0,-1342500.0,-32.491898,1000.0
227500.0,-1342500.0,-29.951582,1000.0
232500.0,-1342500.0,-24.191656,1000.0
237500.0,-1342500.0,-17.77653,1000.0
242500.0,-1342500.0,-14.883069,1000.0
252500.0,-1342500.0,-12.495858,1000.0
257500.0,-1342500.0,-12.5708275,1000.0
262500.0,-1342500.0,-12.921122,1000.0
267500.0,-1342500.0,-13.287713,1000.0
272500.0,-1342500.0,-13.490691,1000.0
277500.0,-1342500.0,-13.53985,1000.0
282500.0,-1342500.0,-13.431357,1000.0
287500.0,-1342500.0,-12.987695,1000.0
-62500.0,-1337500.0,-10.829638,1000.0
-57500.0,-1337500.0,-10.963011,1000.0
-52500.0,-1337500.0,-11.1023445,1000.0
-47500.0,-1337500.0,-10.767832,1000.0
-32500.0,-1337500.0,-8.85755,1000.0
-27500.0,-1337500.0,-7.498196,1000.0
-22500.0,-1337500.0,-5.8184114,1000.0
-17500.0,-1337500.0,-3.673439,1000.0
-12500.0,-1337500.0,-1.7291832,1000.0
-7500.0,-1337500.0,-1.5364482,1000.0
-2500.0,-1337500.0,-2.5973995,1000.0
2500.0,-1337500.0,-1.975192,1000.0
7500.0,-1337500.0,0.7367154,1000.0
12500.0,-1337500.0,2.7947032,1000.0
17500.0,-1337500.0,3.1859336,1000.0
22500.0,-1337500.0,3.6793284,1000.0
27500.0,-1337500.0,5.323453,1000.0
32500.0,-1337500.0,7.7003694,1000.0
37500.0,-1337500.0,10.426496,1000.0
42500.0,-1337500.0,12.462494,1000.0
47500.0,-1337500.0,12.1095,1000.0
52500.0,-1337500.0,10.390272,1000.0
57500.0,-1337500.0,11.333995,1000.0
62500.0,-1337500.0,16.286457,1000.0
67500.0,-1337500.0,21.911657,1000.0
72500.0,-1337500.0,25.611403,1000.0
77500.0,-1337500.0,28.326685,1000.0
82500.0,-1337500.0,31.305399,1000.0
87500.0,-1337500.0,34.241226,1000.0
92500.0,-1337500.0,36.64376,1000.0
97500.0,-1337500.0,38.191463,1000.0
102500.0,-1337500.0,38.306046,1000.0
107500.0,-1337500.0,37.318157,1000.0
112500.0,-1337500.0,36.78283,1000.0
117500.0,-1337500.0,37.102745,1000.0
122500.0,-1337500.0,36.63389,1000.0
127500.0,-1337500.0,34.14128,1000.0
132500.0,-1337500.0,30.139166,1000.0
137500.0,-1337500.0,25.525415,1000.0
142500.0,-1337500.0,20.714748,1000.0
147500.0,-1337500.0,16.157238,1000.0
152500.0,-1337500.0,12.473273,1000.0
157500.0,-1337500.0,9.943019,1000.0
162500.0,-1337500.0,8.349151,1000.0
167500.0,-1337500.0,7.270513,1000.0
172500.0,-1337500.0,6.25064,1000.0
177500.0,-1337500.0,4.765674,1000.0
182500.0,-1337500.0,2.479757,1000.0
187500.0,-1337500.0,-0.36306384,1000.0
192500.0,-1337500.0,-3.5757375,1000.0
197500.0,-1337500.0,-8.214052,1000.0
202500.0,-1337500.0,-15.419595,1000.0
207500.0,-1337500.0,-23.595793,1000.0
212500.0,-1337500.0,-29.370825,1000.0
217500.0,-1337500.0,-31.621534,1000.0
222500.0,-1337500.0,-31.143265,1000.0
227500.0,-1337500.0,-27.66165,1000.0
232500.0,-1337500.0,-21.282583,1000.0
237500.0,-1337500.0,-14.511599,1000.0
242500.0,-1337500.0,-10.194925,1000.0
-62500.0,-1332500.0,-11.138788,1000.0
-57500.0,-1332500.0,-11.186691,1000.0
-52500.0,-1332500.0,-11.340032,1000.0
-47500.0,-1332500.0,-11.496783,1000.0
-42500.0,-1332500.0,-11.787637,1000.0
-37500.0,-1332500.0,-11.418251,1000.0
-32500.0,-1332500.0,-11.137072,1000.0
-27500.0,-1332500.0,-11.17412,1000.0
-22500.0,-1332500.0,-10.933951,1000.0
-17500.0,-1332500.0,-10.0754,1000.0
-12500.0,-1332500.0,-8.63127,1000.0
-7500.0,-1332500.0,-7.3839884,1000.0
-2500.0,-1332500.0,-6.5877056,1000.0
2500.0,-1332500.0,-5.6626844,1000.0
7500.0,-1332500.0,-4.68738,1000.0
12500.0,-1332500.0,-4.2537436,1000.0
17500.0,-1332500.0,-3.816216,1000.0
22500.0,-1332500.0,-2.4658551,1000.0
27500.0,-1332500.0,-0.67521423,1000.0
32500.0,-1332500.0,0.76030326,1000.0
37500.0,-1332500.0,2.1299393,1000.0
42500.0,-1332500.0,3.4644806,1000.0
47500.0,-1332500.0,3.896504,1000.0
52500.0,-1332500.0,4.0508375,1000.0
57500.0,-1332500.0,6.392653,1000.0
62500.0,-1332500.0,11.453299,1000.0
67500.0,-1332500.0,16.779705,1000.0
72500.0,-1332500.0,20.752811,1000.0
77500.0,-1332500.0,24.06162,1000.0
82500.0,-1332500.0,27.215878,1000.0
87500.0,-1332500.0,29.765238,1000.0
92500.0,-1332500.0,31.634644,1000.0
97500.0,-1332500.0,32.924625,1000.0
102500.0,-1332500.0,33.182915,1000.0
107500.0,-1332500.0,32.502926,1000.0
112500.0,-1332500.0,32.02599,1000.0
117500.0,-1332500.0,32.006207,1000.0
122500.0,-1332500.0,31.057146,1000.0
127500.0,-1332500.0,28.213638,1000.0
132500.0,-1332500.0,23.962671,1000.0
137500.0,-1332500.0,19.070581,1000.0
142500.0,-1332500.0,14.023051,1000.0
147500.0,-1332500.0,9.46842,1000.0
152500.0,-1332500.0,6.0391884,1000.0
157500.0,-1332500.0,3.7809837,1000.0
162500.0,-1332500.0,2.2401755,1000.0
167500.0,-1332500.0,0.96433353,1000.0
172500.0,-1332500.0,-0.31496596,1000.0
177500.0,-1332500.0,-1.8602335,1000.0
182500.0,-1332500.0,-3.9341936,1000.0
187500.0,-1332500.0,-6.478383,1000.0
192500.0,-1332500.0,-9.317965,1000.0
197500.0,-1332500.0,-12.930045,1000.0
202500.0,-1332500.0,-17.770828,1000.0
207500.0,-1332500.0,-22.366987,1000.0
212500.0,-1332500.0,-24.210411,1000.0
217500.0,-1332500.0,-23.122551,1000.0
222500.0,-1332500.0,-20.965637,1000.0
227500.0,-1332500.0,-18.171179,1000.0
232500.0,-1332500.0,-14.04153,1000.0
237500.0,-1332500.0,-9.720097,1000.0
242500.0,-1332500.0,-7.7256365,1000.0
247500.0,-1332500.0,-7.639248,1000.0
-57500.0,-1327500.0,-10.984315,1000.0
-52500.0,-1327500.0,-10.903956,1000.0
-47500.0,-1327500.0,-11.48738,1000.0
-42500.0,-1327500.0,-12.169849,1000.0
-37500.0,-1327500.0,-12.657642,1000.0
-32500.0,-1327500.0,-12.926134,1000.0
-27500.0,-1327500.0,-12.854702,1000.0
-22500.0,-1327500.0,-12.664838,1000.0
-17500.0,-1327500.0,-12.391006,1000.0
-12500.0,-1327500.0,-11.848603,1000.0
-7500.0,-1327500.0,-10.870596,1000.0
-2500.0,-1327500.0,-9.653064,1000.0
2500.0,-1327500.0,-8.762321,1000.0
7500.0,-1327500.0,-8.548556,1000.0
12500.0,-1327500.0,-8.431777,1000.0
17500.0,-1327500.0,-7.408989,1000.0
22500.0,-1327500.0,-5.608936,1000.0
27500.0,-1327500.0,-4.356105,1000.0
32500.0,-1327500.0,-4.1695514,1000.0
37500.0,-1327500.0,-4.0068655,1000.0
42500.0,-1327500.0,-3.0759957,1000.0
47500.0,-1327500.0,-1.7206069,1000.0
52500.0,-1327500.0,0.13929634,1000.0
57500.0,-1327500.0,3.463013,1000.0
62500.0,-1327500.0,8.247446,1000.0
67500.0,-1327500.0,13.238324,1000.0
72500.0,-1327500.0,17.8052,1000.0
77500.0,-1327500.0,22.057673,1000.0
82500.0,-1327500.0,25.47117,1000.0
87500.0,-1327500.0,27.425898,1000.0
92500.0,-1327500.0,28.408678,1000.0
97500.0,-1327500.0,29.113092,1000.0
102500.0,-1327500.0,29.350613,1000.0
107500.0,-1327500.0,29.022984,1000.0
112500.0,-1327500.0,28.793154,1000.0
117500.0,-1327500.0,28.68859,1000.0
122500.0,-1327500.0,27.51837,1000.0
127500.0,-1327500.0,24.480581,1000.0
132500.0,-1327500.0,20.009525,1000.0
137500.0,-1327500.0,14.931517,1000.0
142500.0,-1327500.0,10.001729,1000.0
147500.0,-1327500.0,6.0023975,1000.0
152500.0,-1327500.0,3.359195,1000.0
157500.0,-1327500.0,1.813428,1000.0
162500.0,-1327500.0,0.7902665,1000.0
167500.0,-1327500.0,-0.13550453,1000.0
172500.0,-1327500.0,-1.1766824,1000.0
177500.0,-1327500.0,-2.5284688,1000.0
182500.0,-1327500.0,-4.4793973,1000.0
187500.0,-1327500.0,-7.1362877,1000.0
192500.0,-1327500.0,-10.183443,1000.0
197500.0,-1327500.0,-13.2673,1000.0
202500.0,-1327500.0,-16.13822,1000.0
207500.0,-1327500.0,-17.968851,1000.0
212500.0,-1327500.0,-17.672523,1000.0
217500.0,-1327500.0,-15.570409,1000.0
222500.0,-1327500.0,-13.279065,1000.0
227500.0,-1327500.0,-11.452526,1000.0
232500.0,-1327500.0,-9.47754,1000.0
237500.0,-1327500.0,-7.632596,1000.0
242500.0,-1327500.0,-7.442981,1000.0
-62500.0,-1322500.0,-12.259276,1000.0
-57500.0,-1322500.0,-11.041682,1000.0
-52500.0,-1322500.0,-10.522578,1000.0
-47500.0,-1322500.0,-11.185567,1000.0
-42500.0,-1322500.0,-12.283294,1000.0
-37500.0,-1322500.0,-13.122323,1000.0
-32500.0,-1322500.0,-13.359338,1000.0
-27500.0,-1322500.0,-12.7612,1000.0
-22500.0,-1322500.0,-11.622676,1000.0
-17500.0,-1322500.0,-10.764802,1000.0
-12500.0,-1322500.0,-10.500359,1000.0
-7500.0,-1322500.0,-10.2246475,1000.0
-2500.0,-1322500.0,-9.478975,1000.0
2500.0,-1322500.0,-8.705144,1000.0
7500.0,-1322500.0,-8.278213,1000.0
12500.0,-1322500.0,-7.5699215,1000.0
17500.0,-1322500.0,-5.9653354,1000.0
22500.0,-1322500.0,-4.2206035,1000.0
27500.0,-1322500.0,-3.6734006,1000.0
32500.0,-1322500.0,-4.2987795,1000.0
37500.0,-1322500.0,-4.665307,1000.0
42500.0,-1322500.0,-3.7961662,1000.0
47500.0,-1322500.0,-1.887539,1000.0
52500.0,-1322500.0,0.77631325,1000.0
57500.0,-1322500.0,4.287537,1000.0
62500.0,-1322500.0,8.489331,1000.0
67500.0,-1322500.0,13.061142,1000.0
72500.0,-1322500.0,17.96286,1000.0
77500.0,-1322500.0,22.75773,1000.0
82500.0,-1322500.0,26.21473,1000.0
87500.0,-1322500.0,27.691902,1000.0
92500.0,-1322500.0,28.04854,1000.0
97500.0,-1322500.0,28.287426,1000.0
102500.0,-1322500.0,28.386967,1000.0
107500.0,-1322500.0,28.214357,1000.0
112500.0,-1322500.0,28.185717,1000.0
117500.0,-1322500.0,28.13493,1000.0
122500.0,-1322500.0,26.882156,1000.0
127500.0,-1322500.0,23.667442,1000.0
132500.0,-1322500.0,18.98342,1000.0
137500.0,-1322500.0,13.897674,1000.0
142500.0,-1322500.0,9.426934,1000.0
147500.0,-1322500.0,6.2851644,1000.0
152500.0,-1322500.0,4.54311,1000.0
157500.0,-1322500.0,3.6904674,1000.0
162500.0,-1322500.0,3.1658683,1000.0
167500.0,-1322500.0,2.6147,1000.0
172500.0,-1322500.0,1.8190396,1000.0
177500.0,-1322500.0,0.61043787,1000.0
182500.0,-1322500.0,-1.2651463,1000.0
187500.0,-1322500.0,-4.026398,1000.0
192500.0,-1322500.0,-7.3662133,1000.0
197500.0,-1322500.0,-10.456614,1000.0
202500.0,-1322500.0,-12.66111,1000.0
207500.0,-1322500.0,-13.867482,1000.0
212500.0,-1322500.0,-14.172215,1000.0
217500.0,-1322500.0,-13.710284,1000.0
222500.0,-1322500.0,-12.749893,1000.0
227500.0,-1322500.0,-11.597374,1000.0
232500.0,-1322500.0,-10.449302,1000.0
237500.0,-1322500.0,-9.692648,1000.0
242500.0,-1322500.0,-9.958363,1000.0
247500.0,-1322500.0,-11.307181,1000.0
257500.0,-1322500.0,-14.679715,1000.0
262500.0,-1322500.0,-14.997283,1000.0
267500.0,-1322500.0,-14.415671,1000.0
272500.0,-1322500.0,-13.182773,1000.0
277500.0,-1322500.0,-11.705347,1000.0
-67500.0,-1317500.0,-13.764251,1000.0
-62500.0,-1317500.0,-13.358809,1000.0
-57500.0,-1317500.0,-11.873134,1000.0
-52500.0,-1317500.0,-10.83915,1000.0
-47500.0,-1317500.0,-10.993675,1000.0
-42500.0,-1317500.0,-11.69034,1000.0
-37500.0,-1317500.0,-12.292214,1000.0
-32500.0,-1317500.0,-12.449835,1000.0
-27500.0,-1317500.0,-11.7247,1000.0
-22500.0,-1317500.0,-10.231415,1000.0
-17500.0,-1317500.0,-8.962619,1000.0
-12500.0,-1317500.0,-8.631049,1000.0
-7500.0,-1317500.0,-8.765463,1000.0
-2500.0,-1317500.0,-8.511408,1000.0
2500.0,-1317500.0,-7.699219,1000.0
7500.0,-1317500.0,-6.514806,1000.0
12500.0,-1317500.0,-4.827695,1000.0
17500.0,-1317500.0,-2.713024,1000.0
22500.0,-1317500.0,-1.1123457,1000.0
27500.0,-1317500.0,-1.000987,1000.0
32500.0,-1317500.0,-2.0556552,1000.0
37500.0,-1317500.0,-2.9080238,1000.0
42500.0,-1317500.0,-2.572872,1000.0
47500.0,-1317500.0,-0.9650624,1000.0
52500.0,-1317500.0,1.6538445,1000.0
57500.0,-1317500.0,4.974431,1000.0
62500.0,-1317500.0,8.698685,1000.0
67500.0,-1317500.0,12.855258,1000.0
72500.0,-1317500.0,17.584745,1000.0
77500.0,-1317500.0,22.244583,1000.0
82500.0,-1317500.0,25.514275,1000.0
87500.0,-1317500.0,26.883568,1000.0
92500.0,-1317500.0,27.206617,1000.0
97500.0,-1317500.0,27.361664,1000.0
102500.0,-1317500.0,27.342854,1000.0
107500.0,-1317500.0,27.065578,1000.0
112500.0,-1317500.0,26.850466,1000.0
117500.0,-1317500.0,26.487112,1000.0
122500.0,-1317500.0,24.966452,1000.0
127500.0,-1317500.0,21.721039,1000.0
132500.0,-1317500.0,17.297318,1000.0
137500.0,-1317500.0,12.738262,1000.0
